University,Faculty,Department,"Title, Name and Surname"
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Ayse Mizrak
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ayse Aysima Ozcelik
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Ayse Binnur Ozyurt
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Kimya Bolumu,Profesor Aysegul Iyidogan
Gaziantep Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Aytac Guven
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Bayram Cetin
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Behiye Koksel
Gaziantep Universitesi,Spor Bilimleri Fakultesi,Antrenorluk Egitimi Bolumu,Profesor Bekir Mendes
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Belgin Alasehirli
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Matematik Bolumu,Profesor Belgin Ozer
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Berna Balci Izgi
Gaziantep Universitesi,Islahiye Meslek Yuksekokulu,Bitkisel Ve Hayvansal Uretim Bolumu,Profesor Bestami Dalkilic
Gaziantep Universitesi,Muhendislik Fakultesi,Fizik Muhendisligi Bolumu,Profesor Besire Gonul
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Bilge Koksel
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Birsen Bagceci
Gaziantep Universitesi,Spor Bilimleri Fakultesi,Spor Yoneticiligi Bolumu,Profesor Burak Gurer
Gaziantep Universitesi,Nizip Egitim Fakultesi,Temel Egitim Bolumu,Profesor Bulent Alagoz
Gaziantep Universitesi,Muhendislik Fakultesi,Fizik Muhendisligi Bolumu,Profesor Bulent Gonul
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Bulent Hayri Ozokutan
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Can Demirel
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Canan Can
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Celalettin Usalan
Gaziantep Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Cem Gunesoglu
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Cengizhan Sezgi
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Cenk Akcali
Gaziantep Universitesi,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Cesur Baransel
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Profesor Cuma Bozkurt
Gaziantep Universitesi,Sosyal Bilimler Meslek Yuksekokulu,Pazarlama Ve Reklamcilik Bolumu,Profesor Cuma Ercan
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Cuma Yildirim
Gaziantep Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Cigdem Aykac
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Davut Sinan Kaplan
Gaziantep Universitesi,Saglik Bilimleri Fakultesi,Hemsirelik Bolumu,Profesor Derya Tanriverdi
Gaziantep Universitesi,Guzel Sanatlar Fakultesi,Film Tasarimi Ve Yonetimi Bolumu,Profesor Devrim Ozkan
Gaziantep Universitesi,Saglik Bilimleri Fakultesi,Hemsirelik Bolumu,Profesor Dondu Cuhadar
Gaziantep Universitesi,Guzel Sanatlar Fakultesi,Tekstil Ve Moda Tasarimi Bolumu,Profesor Ebru Coruh
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Elif Baysal
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Emel Sahin
Gaziantep Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Emine Ercelebi
Gaziantep Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Profesor Emine Koban
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Kimya Bolumu,Profesor Emine Elcin Emre
Gaziantep Universitesi,Saglik Bilimleri Fakultesi,Beslenme Ve Diyetetik Bolumu,Profesor Emine Siber Namiduru
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Yabanci Diller Egitimi Bolumu,Profesor Emrah Cinkara
Gaziantep Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Emrah Ozahi
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ercan Kucukosmanoglu
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Erdal Bay
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Erdem Gumusburun
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Erdihan Tunc
Gaziantep Universitesi,Muhendislik Fakultesi,Endustri Muhendisligi Bolumu,Profesor Eren Ozceylan
Gaziantep Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Ergun Ercelebi
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Ergun Hamzadayi
Gaziantep Universitesi,Ilahiyat Fakultesi,Felsefe Ve Din Bilimleri Bolumu,Profesor Erol Erkan
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ersin Akarsu
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ertan Sahin
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ertan Vuruskan
Gaziantep Universitesi,Muhendislik Fakultesi,Fizik Muhendisligi Bolumu,Profesor Eser Olgar
Gaziantep Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Esra Ibanoglu
Gaziantep Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Esra Mete Guneyisi
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Profesor Esra Siverekli
Gaziantep Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Fahrettin Gogus
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Fahrettin Yildiz
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Faruk Yagci
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Yabanci Diller Egitimi Bolumu,Profesor Fatma Filiz Tilfarlioglu
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Feridun Bulbul
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Fettah Kuzu
Gaziantep Universitesi,Spor Bilimleri Fakultesi,Antrenorluk Egitimi Bolumu,Profesor Fikret Alincak
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Filiz Ozbas Gerceker
Gaziantep Universitesi,Iletisim Fakultesi,Halkla Iliskiler Ve Reklamcilik Bolumu,Profesor Fuat Ustakara
Gaziantep Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Golge Ogucu Yetkin
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Kimya Bolumu,Profesor Gulay Zengin
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Habib Ozkan
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Felsefe Bolumu,Profesor Habip Turker
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Haci Mustafa Paksoy
Gaziantep Universitesi,Saglik Bilimleri Fakultesi,Beslenme Ve Diyetetik Bolumu,Profesor Haci Ahmet Deveci
Gaziantep Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Halil Ibrahim Celik
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Halil Ibrahim Yakar
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Haluk Sen
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Hamit Sirri Keten
Gaziantep Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Hamza Gullu
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Hanifi Ayhan Ozkur
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Profesor Hanifi Murat Mutlu
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Harun Sahin
Gaziantep Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Hatice Kubra Kaynak
Gaziantep Universitesi,Muhendislik Fakultesi,Fizik Muhendisligi Bolumu,Profesor Hayriye Tutunculer
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Kimya Bolumu,Profesor Hidayet Mazi
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Tarih Bolumu,Profesor Hilmi Bayraktar
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Hulya Arslan Erol
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Hulya Cicek
Gaziantep Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Huseyin Bozkurt
Gaziantep Universitesi,Spor Bilimleri Fakultesi,Spor Yoneticiligi Bolumu,Profesor Huseyin Ozturk
Gaziantep Universitesi,Muhendislik Fakultesi,Fizik Muhendisligi Bolumu,Profesor Huseyin Toktamis
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Kimya Bolumu,Profesor Huseyin Zengin
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Huseyin Caglayan Ozcan
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Huseyin Serhat Inaloz
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Isik Didem Karagoz
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Ibrahim Arslan
Gaziantep Universitesi,Turizm Fakultesi,Turizm Isletmeciligi Bolumu,Profesor Ibrahim Giritlioglu
Gaziantep Universitesi,Havacilik Ve Uzay Bilimleri Fakultesi,Havacilik Ve Uzay Muhendisligi Bolumu,Profesor Ibrahim Gov
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Ibrahim Halil Eksi
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Ibrahim Halil Kilic
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Iclal Geyikli Cimenci
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Matematik Bolumu,Profesor Ilkay Guven
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ilkay Karaoglan
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Ilker Seckiner
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Ilyas Baskonus
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Ismail Baykara
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Kadir Kaan Buyukikiz
Gaziantep Universitesi,Turk Musikisi Devlet Konservatuvari,Turk Halk Oyunlari Bolumu,Profesor Kamile Akgul
Gaziantep Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Kamile Erciyas
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Kivanc Gungor
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Matematik Bolumu,Profesor Kudusi Kayaduman
Gaziantep Universitesi,Havacilik Ve Uzay Bilimleri Fakultesi,Havacilik Ve Uzay Muhendisligi Bolumu,Profesor Kursad Gov
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Lutfi Semih Mumbuc
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Lutfiye Pirbudak
Gaziantep Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Mahmut Cinar
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Mahsuk Taylan
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Maruf Sanli
Gaziantep Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Medeni Maskan
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Matematik Bolumu,Profesor Mehmet Acikgoz
Gaziantep Universitesi,Ilahiyat Fakultesi,Islam Tarihi Ve Sanatlari Bolumu,Profesor Mehmet Akbas
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Yabanci Diller Egitimi Bolumu,Profesor Mehmet Bardakci
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Mehmet Bosnak
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Mehmet Cesur
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Mehmet Cicek
Gaziantep Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Mehmet Dasdemir
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Mehmet Erol
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Kimya Bolumu,Profesor Mehmet Kahraman
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Mehmet Kervancioglu
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Mehmet Keskin
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Mehmet Murat
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Mehmet Ozaslan
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Mehmet Sincar
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Mehmet Sogukomerogullari
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Kimya Bolumu,Profesor Mehmet Sonmez
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Mehmet Sahin
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Mehmet Tarakcioglu
Gaziantep Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Mehmet Topalbekiroglu
Gaziantep Universitesi,Nizip Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Mehmet Yilmaz
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Mehmet Yuncu
Gaziantep Universitesi,Naci Topcuoglu Meslek Yuksekokulu,Elektronik Ve Otomasyon Bolumu,Profesor Mehmet Ali Ozcelik
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Cografya Bolumu,Profesor Mehmet Emin Sonmez
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Mehmet Fatih Ozmantar
Gaziantep Universitesi,Naci Topcuoglu Meslek Yuksekokulu,Kimya Ve Kimyasal Isleme Teknolojileri Bolumu,Profesor Mehmet Hakan Morcali
Gaziantep Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Mehmet Ishak Yuce
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Mehmet Murat Sucu
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Sosyoloji Bolumu,Profesor Mehmet Nuri Gultekin
Gaziantep Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Mehmet Sait Soylemez
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Mehmet Sakip Erturhan
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Mehmet Semih Summak
Gaziantep Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Mehmet Yasar Gundogdu
Gaziantep Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Melda Carpinlioglu
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Sosyoloji Bolumu,Profesor Meltem Karadag
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Matematik Bolumu,Profesor Memet Sahin
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Meral Uyar
Gaziantep Universitesi,Iletisim Fakultesi,Gazetecilik Bolumu,Profesor Mesut Yucebas
Gaziantep Universitesi,Muhendislik Fakultesi,Fizik Muhendisligi Bolumu,Profesor Metin Bedir
Gaziantep Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Metin Gungormus
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Metin Kilinc
Gaziantep Universitesi,Gaziantep Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Metin Ozkan
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Mithat Buyukcelik
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Muhittin Dogan
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Muradiye Nacak
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Murat Kutuk
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Mustafa Araz
Gaziantep Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Mustafa Bayram
Gaziantep Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Mustafa Gunal
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Profesor Mustafa Mete
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Mustafa Namiduru
Gaziantep Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Mustafa Orhan
Gaziantep Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Mustafa Ozakca
Gaziantep Universitesi,Spor Bilimleri Fakultesi,Antrenorluk Egitimi Bolumu,Profesor Mustafa Ozdal
Gaziantep Universitesi,Ilahiyat Fakultesi,Islam Tarihi Ve Sanatlari Bolumu,Profesor Mustafa Saribiyik
Gaziantep Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Mustafa Unverdi
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Matematik Bolumu,Profesor Naciye Pelin Colak
Gaziantep Universitesi,Guzel Sanatlar Fakultesi,Tekstil Ve Moda Tasarimi Bolumu,Profesor Nazan Avcioglu Kalebek
Gaziantep Universitesi,Ilahiyat Fakultesi,Felsefe Ve Din Bilimleri Bolumu,Profesor Nazim Hasirci
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Biyoloji Bolumu,Profesor Nazim Sekeroglu
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Matematik Bolumu,Profesor Necati Olgun
Gaziantep Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Necip Fazil Yilmaz
Gaziantep Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Necla Kara Togun
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Necmettin Kirtak
Gaziantep Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Nihat Atmaca
Gaziantep Universitesi,Nizip Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Nihat Simsek
Gaziantep Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Nihat Yildirim
Gaziantep Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Nildem Taysi
Gaziantep Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Nuran Dogru
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Oguzhan Saygili
Gaziantep Universitesi,Muhendislik Fakultesi,Fizik Muhendisligi Bolumu,Profesor Okan Ozer
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Orhan Buyukbebeci
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Profesor Orhan Coban
Gaziantep Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Osman Baspinar
Gaziantep Universitesi,Fen-edebiyat Fakultesi,Cografya Bolumu,Profesor Okkes Kesici
Gaziantep Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Omer Bayrak
Gaziantep Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Omer Eyercioglu
Gaziantep Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Omer Ozcicek
Gaziantep Universitesi,Muhendislik Fakultesi,Fizik Muhendisligi Bolumu,Profesor Omer Faruk Bakkaloglu
