University ,Faculty,Department,"Title, Name and Surname"
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Psikoloji Bolumu,Ogretim Gorevlisi Saniye Bengisu Buyukmumcu
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Ic Mimarlik Bolumu,Ogretim Gorevlisi Seyma Koyuncu
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Psikoloji Bolumu,Arastirma Gorevlisi Ayca Ilgaz
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Psikoloji Bolumu,Arastirma Gorevlisi Defne Aynur Akkus
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Psikoloji Bolumu,Arastirma Gorevlisi Fatma Nur Dolu
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Ic Mimarlik Bolumu,Arastirma Gorevlisi Gokce Onur Karabulut
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Ic Mimarlik Bolumu,Arastirma Gorevlisi Halil Yasin Dilek
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Arastirma Gorevlisi Irem Korkutata
Konya Gida Ve Tarim Universitesi,Tarim Ve Doga Bilimleri Fakultesi,Bitkisel Uretim Ve Teknolojileri Bolumu,Arastirma Gorevlisi Mustafa Alparslan Umarusman
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Uluslararasi Ticaret Ve Isletmecilik Bolumu,Arastirma Gorevlisi Ummugulsum Sarilar
Konya Gida Ve Tarim Universitesi,Tarim Ve Doga Bilimleri Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Doktor Ogretim Uyesi Aylin Gazdagli Talay
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Doktor Ogretim Uyesi Ayse Gul Ozkan
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Biyomuhendislik Bolumu,Doktor Ogretim Uyesi Busra Aydin
Konya Gida Ve Tarim Universitesi,Tarim Ve Doga Bilimleri Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Doktor Ogretim Uyesi Deniz Sezlev Bilecen
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Psikoloji Bolumu,Doktor Ogretim Uyesi Elmas Merve Malas
Konya Gida Ve Tarim Universitesi,Tarim Ve Doga Bilimleri Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Doktor Ogretim Uyesi Esra Yetisgin
Konya Gida Ve Tarim Universitesi,Tarim Ve Doga Bilimleri Fakultesi,Bitkisel Uretim Ve Teknolojileri Bolumu,Doktor Ogretim Uyesi Farzaneh Pordel Maragheh
Konya Gida Ve Tarim Universitesi,Tarim Ve Doga Bilimleri Fakultesi,Bitkisel Uretim Ve Teknolojileri Bolumu,Doktor Ogretim Uyesi Gul Imriz
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Biyomuhendislik Bolumu,Doktor Ogretim Uyesi Handan Erturk
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Ic Mimarlik Bolumu,Doktor Ogretim Uyesi Kenan Basoglu
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Uluslararasi Ticaret Ve Isletmecilik Bolumu,Doktor Ogretim Uyesi Mehmet Etlioglu
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Doktor Ogretim Uyesi Metin Burak Altinoklu
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Uluslararasi Ticaret Ve Isletmecilik Bolumu,Doktor Ogretim Uyesi Mustafa Ozsari
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Ic Mimarlik Bolumu,Doktor Ogretim Uyesi Navid Khaleghimoghaddam
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Ic Mimarlik Bolumu,Doktor Ogretim Uyesi Sevde Gulizar Dincer
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Gida Muhendisligi Bolumu,Doktor Ogretim Uyesi (unvan:docent) Sevil Cikrikci Erunsal
Konya Gida Ve Tarim Universitesi,Sosyal Ve Beseri Bilimler Fakultesi,Psikoloji Bolumu,Doktor Ogretim Uyesi Yeliz Saygin
Konya Gida Ve Tarim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Doktor Ogretim Uyesi Yusuf Kursat Tuncel
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Muhendislik Temel Bilimleri Bolumu,Profesor Abdullah Selcuk Kurbanli
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Ahmet Afsin Kulaksiz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Ali Koken
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Alper Ozkan
Konya Teknik Universitesi,Teknik Bilimler Meslek Yuksekokulu,Gida Isleme Bolumu,Profesor Asuman Kan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Ayhan Ceylan
Konya Teknik Universitesi,Teknik Bilimler Meslek Yuksekokulu,Mimarlik Ve Sehir Planlama Bolumu,Profesor Ayhan Goktepe
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Ayhan Abdullah Ceyhan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Ayla Bozdag
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Bayram Akdemir
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Bilgehan Kekec
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Bilgehan Nas
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Cengiz Okuyucu
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Cevat Inal
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Cihan Altuntas
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Muhendislik Temel Bilimleri Bolumu,Profesor Dagistan Simsek
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Dilek Erdirencelebi
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Ekrem Tusat
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Ercan Yaldiz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Erkan Ulker
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Erol Pehlivan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Esra Yel
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Profesor Fatih Canan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Fatih Iscan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Ferruh Yildiz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Fetullah Arik
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Gulay Tezel
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Gulnare Ahmetli
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Hakan Karabork
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Halife Kodaz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Halil Kursad Ersoy
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Handan Kamis
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Harun Uguz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Profesor Hasan Akyildiz
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Havva Filiz Meshur
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Huseyin Deveci
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Huseyin Kurt
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Huseyin Selcuk Halkaci
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Ibrahim Oztug Bildirici
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Ihsan Ozkan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Ilkay Ozaytekin
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Ismail Babaoglu
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Profesor Ismail Karaoglan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Ismail Bulent Gundogdu
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Kerim Kocak
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Kursad Asan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Levent Seyfi
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Mahmud Sami Donduren
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Mahmut Kus
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Mehmet Bagci
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Mehmet Kamanli
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Mehmet Topcu
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Mehmet Caglar Meshur
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Mehmet Emin Argun
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Profesor Mehmet Emin Basar
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Mehmet Kemal Gokay
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Meral Buyukyildiz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Mesut Gunduz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Mete Kalyoncu
Konya Teknik Universitesi,Teknik Bilimler Meslek Yuksekokulu,Mimarlik Ve Sehir Planlama Bolumu,Profesor Mevlut Uyan
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Profesor Mine Ulusoy
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Muazzez Celik Karakaya
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Murat Ceylan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Murat Olgun
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Ic Mimarlik Bolumu,Profesor Murat Oral
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Murat Ozturk
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Musa Aydin
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Musa Hakan Arslan
Konya Teknik Universitesi,Teknik Bilimler Meslek Yuksekokulu,Insaat Bolumu,Profesor Mustafa Altin
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Mustafa Karaman
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Mustafa Tabakci
Konya Teknik Universitesi,Teknik Bilimler Meslek Yuksekokulu,Kimya Ve Kimyasal Isleme Teknolojileri Bolumu,Profesor Mustafa Topkafa
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Profesor Mustafa Tosun
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Mustafa Yildiz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Mustafa Esen Marti
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Profesor Mustafa Serdar Karakas
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Mustafa Servet Kiran
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Mustafa Tolga Cogurcu
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Muzaffer Kahveci
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Necati Karakaya
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Nermin Sarlak
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Niyazi Bilim
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Nurettin Cetinkaya
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Muhendislik Temel Bilimleri Bolumu,Profesor Nurettin Irmak
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Profesor Orhan Engin
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Osman Nuri Celik
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Omer Aydogdu
Konya Teknik Universitesi,Teknik Bilimler Meslek Yuksekokulu,Mimarlik Ve Sehir Planlama Bolumu,Profesor Omer Mutluoglu
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Omer Sinan Sahin
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Ozer Karakayaci
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Rafet Yapici
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Ramazan Akkaya
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Ramazan Alpay Abbak
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Profesor Saadettin Erhan Kesen
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Saim Kocak
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Salih Aydogan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Salih Gunes
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Selma Duzyol
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Seral Ozsen
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Serpil Edebali
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Profesor Serra Zerrin Korkmaz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Suleyman Bahadir Yuksel
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Sukran Yalpir
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Sukru Dursun
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Profesor Tayfun Cay
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Tevfik Agacayak
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Ulku Sultan Keskin
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Maden Muhendisligi Bolumu,Profesor Vildan Onen
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Profesor Volkan Kalem
Konya Teknik Universitesi,Teknik Bilimler Meslek Yuksekokulu,"Gorsel, Isitsel Teknikler Ve Medya Yapimciligi Bolumu",Profesor Yagmur Kucukbezirci
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Profesor Yakup Kara
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Profesor Yasar Eren
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Ziya Saka
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Docent Ahmet Babalik
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Docent Ahmet Sarucan
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Akif Durdu
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Muhendislik Temel Bilimleri Bolumu,Docent Ali Gelisken
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Docent Alican Ozturk
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Docent Alpaslan Yarar
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Docent Alptug Unal
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Docent Arif Delikan
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Docent Arife Deniz Oktac Beycan
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Docent Bilgehan Yilmaz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Docent Ceyhun Aksoylu
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Docent Cisem Kirbiyik Kurukavak
Konya Teknik Universitesi,Teknik Bilimler Meslek Yuksekokulu,Kimya Ve Kimyasal Isleme Teknolojileri Bolumu,Docent Ebru Deveci
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Harita Muhendisligi Bolumu,Docent Ela Ertunc
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Jeoloji Muhendisligi Bolumu,Docent Elif Avsar Yilmaz
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Elif Gunduz
Konya Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Yazilim Muhendisligi Bolumu,Docent Emine Bas
Konya Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Docent Emine Yildiz Kuyrukcu
