University ,Faculty,Department,"Title, Name and Surname"
Ankara Bilim Universitesi,Meslek Yuksekokulu,Elektronik Ve Otomasyon Bolumu,Ogretim Gorevlisi Adem Ari
Ankara Bilim Universitesi,Meslek Yuksekokulu,Pazarlama Ve Reklamcilik Bolumu,Ogretim Gorevlisi Afet Guller
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Afife Ciftci
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Ahmet Mesut Ates
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Ahsen Beste Kocaker
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Alper Uyumaz
Ankara Bilim Universitesi,Meslek Yuksekokulu,Elektronik Ve Otomasyon Bolumu,Ogretim Gorevlisi Aykut Arslan
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Baran Eren Alagoz
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Beyza Demirhan Karakaya
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Beyzanur Mutioglu
Ankara Bilim Universitesi,Meslek Yuksekokulu,Pazarlama Ve Reklamcilik Bolumu,Ogretim Gorevlisi Burcu Tekin
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Bukte Akkoyunlu
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Cemile Kaplan
Ankara Bilim Universitesi,Meslek Yuksekokulu,Pazarlama Ve Reklamcilik Bolumu,Ogretim Gorevlisi Ceren Yesiltuna
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Didem Dutlu Yaziciol
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Ebru Sen
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Ecem Varvil
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Eda Nur Sahaner
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Ekin Sahin
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Elif Akyol Emmungil
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Elif Seyma Serbes
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Emine Ozdamar
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Ercan Arican
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Fatma Bayrambas Sahin
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Fatma Ozcan
Ankara Bilim Universitesi,Meslek Yuksekokulu,Elektronik Ve Otomasyon Bolumu,Ogretim Gorevlisi Firat Hakverdi
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Filiz Gurbuz
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Hilal Osken
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Irem Ece Temel
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Mesut Altinok
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Nesrin Yilmaz
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Ozgun Ataman
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Pelin Durak
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Roya Mohammadi
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Sanam Shojaeipour Monfared
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Selin Gurpinar
Ankara Bilim Universitesi,Rektorluk,,Ogretim Gorevlisi Semra Gul
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Seren Ocak
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Suleyman Ozluk
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Endustri Muhendisligi Bolumu,Ogretim Gorevlisi Yousef Daneshvar Rouyandozagh
Ankara Bilim Universitesi,Meslek Yuksekokulu,Bilgisayar Teknolojileri Bolumu,Ogretim Gorevlisi Zeynep Merve Cetin Derebek
Ankara Bilim Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Arastirma Gorevlisi Ali Durmaz
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Ic Mimarlik Ve Cevre Tasarimi Bolumu,Arastirma Gorevlisi Ayse Gulce Karakaya
Ankara Bilim Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Arastirma Gorevlisi Ayse Nur Liman
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Arastirma Gorevlisi Bahar Kardas
Ankara Bilim Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Arastirma Gorevlisi Berra Boyali
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Arastirma Gorevlisi Burak Yigitcan Bastug
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Film Tasarimi Ve Yonetimi Bolumu,Arastirma Gorevlisi Cansu Yilmaz
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Arastirma Gorevlisi Cansu Yoruk
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Arastirma Gorevlisi Emre Kagan Aytekin
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Yonetim Bilisim Sistemleri Bolumu,Arastirma Gorevlisi Hatice Cevik
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Endustri Muhendisligi Bolumu,Arastirma Gorevlisi Ilay Guvenc
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Arastirma Gorevlisi Ilayda Gozel
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilisim Sistemleri Muhendisligi Bolumu,Arastirma Gorevlisi Merve Onaran
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Yeni Medya Ve Iletisim Bolumu,Arastirma Gorevlisi Murat Ozdemir
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Arastirma Gorevlisi Mustafa Cagri Aykac
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Yonetim Bilisim Sistemleri Bolumu,Arastirma Gorevlisi Mustafa Tarik Kilic
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Yazilim Muhendisligi Bolumu,Arastirma Gorevlisi Omer Cagri Dala
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Siyaset Bilimi Ve Kamu Yonetimi Bolumu,Arastirma Gorevlisi Yelda Yenel
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Yonetim Bilisim Sistemleri Bolumu,Doktor Ogretim Uyesi Adil Akkus
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Doktor Ogretim Uyesi Ali Ulvi Ozgul
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Yazilim Muhendisligi Bolumu,Doktor Ogretim Uyesi Ayse Ozdemir
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Mutercim Ve Tercumanlik Bolumu,Doktor Ogretim Uyesi Ayse Saki Demirel
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Doktor Ogretim Uyesi Aysegul Sayan Karahan
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Ic Mimarlik Ve Cevre Tasarimi Bolumu,Doktor Ogretim Uyesi Ayten Huma Tulce Uman
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Siyaset Bilimi Ve Kamu Yonetimi Bolumu,Doktor Ogretim Uyesi Aziz Balci
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Doktor Ogretim Uyesi Berrin Senturk
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Endustri Muhendisligi Bolumu,Doktor Ogretim Uyesi Burcu Devrim Ictenbas
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Doktor Ogretim Uyesi Busra Alparslan Ozceker
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Film Tasarimi Ve Yonetimi Bolumu,Doktor Ogretim Uyesi Deniz Zorlu
Ankara Bilim Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Doktor Ogretim Uyesi Dilaver Nisanci
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Film Tasarimi Ve Yonetimi Bolumu,Doktor Ogretim Uyesi Eda Arisoy
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Doktor Ogretim Uyesi Ekin Kosegil
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Doktor Ogretim Uyesi Ekrem Caglar Yilmaz
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Doktor Ogretim Uyesi (unvan:docent) Elif Manuoglu Kara
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Endustri Muhendisligi Bolumu,Doktor Ogretim Uyesi Emir Huseyin Ozder
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Doktor Ogretim Uyesi Ercument Karapinar
Ankara Bilim Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Doktor Ogretim Uyesi Erhan Can
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Doktor Ogretim Uyesi Faruk Tokdemir
Ankara Bilim Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Doktor Ogretim Uyesi Ferhat Cimbar
Ankara Bilim Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Doktor Ogretim Uyesi Gonca Erol
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Yonetim Bilisim Sistemleri Bolumu,Doktor Ogretim Uyesi Gorkem Erdogan
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Siyaset Bilimi Ve Kamu Yonetimi Bolumu,Doktor Ogretim Uyesi (unvan:docent) Hakan Koni
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Doktor Ogretim Uyesi Hamed Kaghazchi
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Yonetim Bilisim Sistemleri Bolumu,Doktor Ogretim Uyesi (unvan:docent) Handan Akkas
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Doktor Ogretim Uyesi Hasan Karaaslan
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Yonetim Bilisim Sistemleri Bolumu,Doktor Ogretim Uyesi Irmak Uzun Bayar
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Ic Mimarlik Ve Cevre Tasarimi Bolumu,Doktor Ogretim Uyesi Merve Sahika Erkan
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Yazilim Muhendisligi Bolumu,Doktor Ogretim Uyesi Mesut Unlu
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Film Tasarimi Ve Yonetimi Bolumu,Doktor Ogretim Uyesi Muhammed Burak Ozdemir
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Endustri Muhendisligi Bolumu,Doktor Ogretim Uyesi Nedim Kemer
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Yazilim Muhendisligi Bolumu,Doktor Ogretim Uyesi Neslihan Gokcek
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Yonetim Bilisim Sistemleri Bolumu,Doktor Ogretim Uyesi Neslihan Kunye Polat
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Doktor Ogretim Uyesi Neslihan Aysen Ozbay
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Doktor Ogretim Uyesi Pelin Karaca Kalkan
Ankara Bilim Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Doktor Ogretim Uyesi Pinar Alkim Bekar
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Yazilim Muhendisligi Bolumu,Doktor Ogretim Uyesi Sarper Alkan
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Yazilim Muhendisligi Bolumu,Doktor Ogretim Uyesi Seher Fisekci Par
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Doktor Ogretim Uyesi Sema Yurdusen
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Yeni Medya Ve Iletisim Bolumu,Doktor Ogretim Uyesi Serra Sezgin
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Doktor Ogretim Uyesi Sevtap Yesil Kocagazioglu
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Doktor Ogretim Uyesi Vedat Tanriverdi
Ankara Bilim Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Mutercim Ve Tercumanlik Bolumu,Doktor Ogretim Uyesi Yakut Akbay
Ankara Bilim Universitesi,Guzel Sanatlar Ve Tasarim Fakultesi,Yeni Medya Ve Iletisim Bolumu,Doktor Ogretim Uyesi Yeliz Dede Ozdemir
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Endustri Muhendisligi Bolumu,Doktor Ogretim Uyesi Yusuf Secerdin
Ankara Bilim Universitesi,Muhendislik Ve Mimarlik Fakultesi,Bilgisayar Muhendisligi Bolumu,Doktor Ogretim Uyesi Yuksel Arslan
Ankara Bilim Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Doktor Ogretim Uyesi Zeynep Bahadir Dalkiran
Ankara Bilim Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Doktor Ogretim Uyesi Zuhal Bereket Bas
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Profesor Abdulkerim Caliskan
Ankara Haci Bayram Veli Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Profesor Abdulkerim Yildirim
Ankara Haci Bayram Veli Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Abdurrahman Candan
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Iliskiler Bolumu,Profesor Abdurresit Celil Karluk
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Adem Polat
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Ticaret Ve Finansman Bolumu,Profesor Adem Uzumcu
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Affan Hakan Cermikli
Ankara Haci Bayram Veli Universitesi,Finansal Bilimler Fakultesi,Finans Ve Bankacilik Bolumu,Profesor Afsin Sahin
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Profesor Ahmet Ak
Ankara Haci Bayram Veli Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Profesor Ahmet Battal
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Siyaset Bilimi Ve Kamu Yonetimi Bolumu,Profesor Ahmet Cigdem
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Profesor Ahmet Gunes
Ankara Haci Bayram Veli Universitesi,Lisansustu Egitim Enstitusu,Alevi Bektasi Kulturu Anabilim Dali,Profesor Ahmet Tasgin
Ankara Haci Bayram Veli Universitesi,Turizm Fakultesi,Turizm Isletmeciligi Bolumu,Profesor Ahmet Tayfun
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Ahmet Kibar Cetin
Ankara Haci Bayram Veli Universitesi,Turizm Fakultesi,Rekreasyon Yonetimi Bolumu,Profesor Akyay Uygur
Ankara Haci Bayram Veli Universitesi,Guzel Sanatlar Fakultesi,Resim Bolumu,Profesor Alaybey Karoglu
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Sanat Tarihi Bolumu,Profesor Ali Boran
Ankara Haci Bayram Veli Universitesi,Turizm Fakultesi,Rekreasyon Yonetimi Bolumu,Profesor Ali Yayli
Ankara Haci Bayram Veli Universitesi,Guzel Sanatlar Fakultesi,Kultur Varliklarini Koruma Ve Onarim Bolumu,Profesor Ali Akin Akyol
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Cografya Bolumu,Profesor Ali Umran Komuscu
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Ekonometri Bolumu,Profesor Alpaslan Akcoraoglu
Ankara Haci Bayram Veli Universitesi,Turizm Fakultesi,Turizm Rehberligi Bolumu,Profesor Arzu Kiliclar
Ankara Haci Bayram Veli Universitesi,Tapu Kadastro Yuksekokulu,Emlak Ve Emlak Yonetimi Bolumu,Profesor Asli Ozdarici Ok
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Mutercim Ve Tercumanlik Bolumu,Profesor Asli Ozlem Tarakcioglu
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Atakan Akcay
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Ticaret Ve Finansman Bolumu,Profesor Ates Bayazit
Ankara Haci Bayram Veli Universitesi,Sanat Ve Tasarim Fakultesi,Gorsel Sanatlar Bolumu,Profesor Atila Ilkyaz
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Ekonometri Bolumu,Profesor Atilla Gokce
Ankara Haci Bayram Veli Universitesi,Turizm Fakultesi,Gastronomi Ve Mutfak Sanatlari Bolumu,Profesor Aybuke Elif Ceyhun Sezgin
Ankara Haci Bayram Veli Universitesi,Guzel Sanatlar Fakultesi,Fotograf Ve Video Bolumu,Profesor Aydan Ozsoy
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Ayfer Yilmaz
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Saglik Yonetimi Bolumu,Profesor Aykut Ekiyor
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Aykut Goksel
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Sosyoloji Bolumu,Profesor Aysel Ersoz
Ankara Haci Bayram Veli Universitesi,Sanat Ve Tasarim Fakultesi,Tekstil Tasarimi Bolumu,Profesor Aysen Soysaldi
Ankara Haci Bayram Veli Universitesi,Guzel Sanatlar Fakultesi,Heykel Bolumu,Profesor Aysun Altunoz
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Sosyoloji Bolumu,Profesor Ayse Canatan
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Ayse Yildiz
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Ayse Yildiz
Ankara Haci Bayram Veli Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Profesor Ayse Dilsad Keskin
Ankara Haci Bayram Veli Universitesi,Iletisim Fakultesi,"Radyo, Televizyon Ve Sinema Bolumu",Profesor Ayse Elif Emre Kaya
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Ayse Fatma Erol
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Bati Dilleri Ve Edebiyatlari Bolumu,Profesor Ayten Er
Ankara Haci Bayram Veli Universitesi,Iletisim Fakultesi,Gazetecilik Bolumu,Profesor Aytul Tamer Torun
Ankara Haci Bayram Veli Universitesi,Turizm Fakultesi,Turizm Isletmeciligi Bolumu,Profesor Azize Hassan
Ankara Haci Bayram Veli Universitesi,Polatli Fen-edebiyat Fakultesi,Tarih Bolumu,Profesor Bahattin Demirtas
Ankara Haci Bayram Veli Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Profesor Bahtiyar Akyilmaz
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Calisma Ekonomisi Ve Endustri Iliskileri Bolumu,Profesor Banu Metin
Ankara Haci Bayram Veli Universitesi,Sanat Ve Tasarim Fakultesi,Tekstil Tasarimi Bolumu,Profesor Banu Hatice Gurcum
Ankara Haci Bayram Veli Universitesi,Guzel Sanatlar Fakultesi,Kultur Varliklarini Koruma Ve Onarim Bolumu,Profesor Bekir Eskici
Ankara Haci Bayram Veli Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Bekir Tatli
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Belgin Aydintan
Ankara Haci Bayram Veli Universitesi,Iletisim Fakultesi,Gazetecilik Bolumu,Profesor Betul Yarar
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Ticaret Ve Finansman Bolumu,Profesor Beyhan Marsap
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Iliskiler Bolumu,Profesor Bilal Karabulut
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Birol Cetin
Ankara Haci Bayram Veli Universitesi,Sanat Ve Tasarim Fakultesi,Grafik Tasarimi Bolumu,Profesor Birsen Ceken
Ankara Haci Bayram Veli Universitesi,Sanat Ve Tasarim Fakultesi,Moda Tasarimi Bolumu,Profesor Birsen Cileroglu
Ankara Haci Bayram Veli Universitesi,Turk Muzigi Devlet Konservatuvari,Muzikoloji Bolumu,Profesor Burcin Ucaner Cifdaloz
Ankara Haci Bayram Veli Universitesi,Guzel Sanatlar Fakultesi,Resim Bolumu,Profesor Bulent Salderay
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Iliskiler Bolumu,Profesor Canan Ates Eksi
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Celal Tasdogan
Ankara Haci Bayram Veli Universitesi,Iletisim Fakultesi,Gazetecilik Bolumu,Profesor Cem Yasin
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Ticaret Ve Finansman Bolumu,Profesor Cemalettin Aktepe
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Cagdas Turk Lehceleri Ve Edebiyatlari Bolumu,Profesor Cemile Kinaci Baran
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Psikoloji Bolumu,Profesor Cengiz Sahin
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Profesor Cenk Reyhan
Ankara Haci Bayram Veli Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Siyaset Bilimi Ve Kamu Yonetimi Bolumu,Profesor Cennet Uslu
Ankara Haci Bayram Veli Universitesi,Edebiyat Fakultesi,Felsefe Bolumu,Profesor Cevdet Kilic
