University,Faculty,Department,"Title, Name and Surname"
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Egemen Aras
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Matematik Bolumu,Profesor Emel Asici
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Profesor Emin Ugurlu
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Bolumu,Profesor Ender Gokhan Gece
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Profesor Ergun Guntekin
Bursa Teknik Universitesi,Denizcilik Fakultesi,Gemi Insaati Ve Gemi Makineleri Muhendisligi Bolumu,Profesor Erinc Dobrucali
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Profesor Eylem Dizman Tomak
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Eyubhan Avci
Bursa Teknik Universitesi,Denizcilik Fakultesi,Denizcilik Isletmeleri Yonetimi Bolumu,Profesor Gokce Cicek Ceyhun
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Gida Muhendisligi Bolumu,Profesor Gokcen Yildiz
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Iliskiler Bolumu,Profesor Gokhan Ozkan
Bursa Teknik Universitesi,Orman Fakultesi,Peyzaj Mimarligi Bolumu,Profesor Gul Sayan Atanur
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Hakan Gokdag
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Hakan Gurkan
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Biyomuhendislik Bolumu,Profesor Hamdi Ogut
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Profesor Hasan Kotan
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Polimer Malzeme Muhendisligi Bolumu,Profesor Hasan Basri Kocer
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Haydar Ozkan
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Profesor Hilal Yildirir Keser
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Hulya Koyuncu
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Huseyin Imrek
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Huseyin Lekesiz
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Biyomuhendislik Bolumu,Profesor Ibrahim Diler
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Sosyoloji Bolumu,Profesor Ipek Beyza AlTiparmak
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Isa Yuksel
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Polimer Malzeme Muhendisligi Bolumu,Profesor Kenan Yildirim
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Mahmut Kemal Korucu
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Fizik Bolumu,Profesor Mehmet Buyukyildiz
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Mehmet Copur
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Mehmet Ferdi Fellah
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Biyomuhendislik Bolumu,Profesor Mete Yilmaz
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Profesor Muhammed Said Fidan
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Murat Aksoy
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Profesor Murat Ertas
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Profesor Mustafa Yilmaz
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Profesor Nesat Erkan
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Matematik Bolumu,Profesor Nil Orhan Ertas
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Profesor Oguzhan Sarikaya
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Profesor Oktay Gonultas
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Onur Saray
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Profesor Orhan Caglayan
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Orhan Taner Can
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Profesor Osman Nuri Sara
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Bolumu,Profesor Omer Koz
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Perihan Binnur Kurt Karakus
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Profesor Ramazan Kurt
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Profesor Ramazan Nacar
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Gida Muhendisligi Bolumu,Profesor Rasim Alper Oral
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Biyomuhendislik Bolumu,Profesor Sait Sargin
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Profesor Sami Imamoglu
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Profesor Serap Akgun
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Profesor Serkan Ozdemir
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Profesor Sinan Uyanik
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Fizik Bolumu,Profesor Songul Akbulut Ozen
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Profesor Seref Doguscan Akbas
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Profesor Temel Sariyildiz
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Profesor Turan Sonmez
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Turgay Tugay Bilgin
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Bolumu,Profesor Yunus Kaya
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Profesor Yusuf Ali Kara
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Docent Abdullah Ograk
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Cevre Muhendisligi Bolumu,Docent Ahmet Aygun
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Iliskiler Bolumu,Docent Ali Burak Daricili
Bursa Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Arzu Taylan Susan
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Docent Ayberk Seker
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Gida Muhendisligi Bolumu,Docent Aycan Yigit Cinar
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Ayetul Gelen
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Matematik Bolumu,Docent Ayse Borat
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Docent Ayse Kalemtas
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Docent Ayse Gul Sarikaya
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Gida Muhendisligi Bolumu,Docent Ayse Neslihan Dundar
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Docent Babak Vaheddoost
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Insaat Muhendisligi Bolumu,Docent Bahadir Yilmaz
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Bolumu,Docent Burcak Kaya Ozsel
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Docent Cevat Bilgin
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Docent Cihan Kaboglu
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Davut Ertekin
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Docent Derya Unlu
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Fizik Bolumu,Docent Dursun Karaagac
Bursa Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Ebru Kamaci Karahan
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Biyomuhendislik Bolumu,Docent Emel Tamahkar Irmak
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Docent Erdem Uzunsoy
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Docent Erdem Yavuz
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Docent Ergun Gumus
Bursa Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Ersan Koc
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Docent Ertugrul Erkoc
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Matematik Bolumu,Docent Fatih Say
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Polimer Malzeme Muhendisligi Bolumu,Docent Fatma Nur Parin
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Gida Muhendisligi Bolumu,Docent Furkan Turker Saricaoglu
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Bolumu,Docent Gamze Koz
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Docent Gazanfer Anli
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Gokay Bayrak
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Biyomuhendislik Bolumu,Docent Gokce Taner
Bursa Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Gokcen Kilinc Urkmez
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Mekatronik Muhendisligi Bolumu,Docent Gokhan Gelen
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Matematik Bolumu,Docent Hakan Sahin
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Docent Halit Levent Hosgun
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Docent Hamid Yilmaz
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Docent Hasan Sahin
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Docent Huseyin Cetin
Bursa Teknik Universitesi,Denizcilik Fakultesi,Gemi Insaati Ve Gemi Makineleri Muhendisligi Bolumu,Docent Ibrahim Ozsari
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Docent Ibrahim Halil Basboga
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Matematik Bolumu,Docent Irem Kupeli Erken
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Docent Isa Demirkol
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Iliskiler Bolumu,Docent Ismail Akdogan
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Mekatronik Muhendisligi Bolumu,Docent Ismail Ozturk
Bursa Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Docent Ismail Hakki Demir
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Docent Izzet Fatih Senturk
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Docent Kadir Tutkavul
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Docent Kadriye Burcu Ongen Bilir
Bursa Teknik Universitesi,Orman Fakultesi,Peyzaj Mimarligi Bolumu,Docent Kamil Erken
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Docent Kemal Furkan Sokmen
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Bilgisayar Muhendisligi Bolumu,Docent Kubilay Demir
Bursa Teknik Universitesi,Orman Fakultesi,Orman Endustrisi Muhendisligi Bolumu,Docent Mahmut Ali Ermeydan
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Sosyoloji Bolumu,Docent Mehmet Ulukutuk
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Mehmet Baris Tabakcioglu
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Docent Mehmet Zahid Ecevit
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Sosyoloji Bolumu,Docent Melda Medine Sunay
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Polimer Malzeme Muhendisligi Bolumu,Docent Meral Akkoyun Kurtlu
Bursa Teknik Universitesi,Orman Fakultesi,Peyzaj Mimarligi Bolumu,Docent Merve Ersoy
Bursa Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Methiye Gul Coteli
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Iliskiler Bolumu,Docent Mevlut Akcapa
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Docent Mevlut Camgoz
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Sosyoloji Bolumu,Docent Mihriban Senses Aksu
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Docent Muhammet Uludag
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Docent Murat Kose
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Mekatronik Muhendisligi Bolumu,Docent Murat Peker
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Bolumu,Docent Mustafa Ciftci
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Docent Nazli Akcamli Kaya
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Isletme Bolumu,Docent Nihan Birincioglu
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Iliskiler Bolumu,Docent Nuri Korkmaz
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Docent Osman Turan
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Veri Bilimi Ve Analitigi Bolumu,Docent Omer Bilen
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Omer Zor
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Docent Omer Faruk Efe
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Polimer Malzeme Muhendisligi Bolumu,Docent Omer Yunus Gumus
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Kimya Muhendisligi Bolumu,Docent Omur Aras
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Polimer Malzeme Muhendisligi Bolumu,Docent Pinar Terzioglu
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Sosyoloji Bolumu,Docent Ridvan Simsek
Bursa Teknik Universitesi,Orman Fakultesi,Orman Muhendisligi Bolumu,Docent Salih Parlak
Bursa Teknik Universitesi,Orman Fakultesi,Peyzaj Mimarligi Bolumu,Docent Sara Demir Alp
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Sosyoloji Bolumu,Docent Selda Adiloglu Eklemezler
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Docent Seyma Duman
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Uluslararasi Ticaret Ve Lojistik Bolumu,Docent Tugce Danaci Unal
Bursa Teknik Universitesi,Insan Ve Toplum Bilimleri Fakultesi,Psikoloji Bolumu,Docent Vezir Aktas
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Metalurji Ve Malzeme Muhendisligi Bolumu,Docent Yakup Yurekturk
Bursa Teknik Universitesi,Orman Fakultesi,Peyzaj Mimarligi Bolumu,Docent Yalcin Yildirim
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Endustri Muhendisligi Bolumu,Docent Yunus Demir
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Matematik Bolumu,Docent Yucel Cenesiz
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Abdurrahman Kutluay
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ahmet Cihat Yavuz
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Alev Cuydur
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Ali Kilic
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Aline Sariyildiz
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Alper Keskin
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Atike Koken
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Aydin Firat
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Aynur Kaya
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ayse Vatansever
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Aytul Kanat Tutusan
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Bahattin Aslan
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Burak Akyol
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Burcu Unyilmaz
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Busra Mutlu
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Caner Gurel
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Canseli Selcuk
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Cansu Tuna
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ceren Senturk
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Ceyda Tascioglu Canpolat
Bursa Teknik Universitesi,Rektorluk,Ortak Dersler Bolumu,Ogretim Gorevlisi Coskun Rodoplu
Bursa Teknik Universitesi,Rektorluk,,Ogretim Gorevlisi Demet Kizil
Bursa Teknik Universitesi,Rektorluk,Ortak Dersler Bolumu,Ogretim Gorevlisi Derya Ide
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Dilah Kayi
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Eda Nur Ozcan
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Elif Atali
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Elvan Senturk
Bursa Teknik Universitesi,Muhendislik Ve Doga Bilimleri Fakultesi,Makine Muhendisligi Bolumu,Ogretim Gorevlisi Emrah Gungor
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Emre Ekinci
Bursa Teknik Universitesi,Mimarlik Ve Tasarim Fakultesi,Mimarlik Bolumu,Ogretim Gorevlisi Fatma Cesur
Bursa Teknik Universitesi,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Figen Toprak
Bursa Teknik Universitesi,Rektorluk,Ortak Dersler Bolumu,Ogretim Gorevlisi Gokce Suzgun Isik
Bursa Teknik Universitesi,Denizcilik Fakultesi,Denizcilik Isletmeleri Yonetimi Bolumu,Ogretim Gorevlisi Gokhan Gokmen
Bursa Teknik Universitesi,Rektorluk,Ortak Dersler Bolumu,Ogretim Gorevlisi Gulcan Afsin Kilincer
